state,stateAbbrev,date,Cases,Tested,Deaths,Hospitalizations,Hospitalized_Age [0-1],Hospitalized_Age [1-14],Hospitalized_Age [15-24],Hospitalized_Age [25-44],Hospitalized_Age [45-64],Hospitalized_Age [65-84],Hospitalized_Age [85+],HospitalizationsPending,HospitalizedPending_Age [0-1],HospitalizedPending_Age [1-14],HospitalizedPending_Age [15-24],HospitalizedPending_Age [25-44],HospitalizedPending_Age [45-64],HospitalizedPending_Age [65-84],HospitalizedPending_Age [85+],Age [0-1],Age [1-14],Age [15-24],Age [25-44],Age [45-64],Age [65-84],Age [85+],Female,Male,Female_Age [0-1],Female_Age [1-14],Female_Age [15-24],Female_Age [25-44],Female_Age [45-64],Female_Age [65-84],Female_Age [85+],Male_Age [0-1],Male_Age [1-14],Male_Age [15-24],Male_Age [25-44],Male_Age [45-64],Male_Age [65-84],Male_Age [85+],Race_Cases [American Indian/Alaska Native],Race_Cases [Asian],Race_Cases [Black/African American],Race_Cases [Hispanic or Latino],Race_Cases [Native Hawaiian/Pacific Islander],"Race_Cases [White alone, not Hispanic or Latino]",Race_Cases [Other race],Race_Cases [Unknown],Race_Cases [Statewide],Race_Hospitalizations [American Indian/Alaska Native],Race_Hospitalizations [Asian],Race_Hospitalizations [Black/African American],Race_Hospitalizations [Hispanic or Latino],Race_Hospitalizations [Native Hawaiian/Pacific Islander],"Race_Hospitalizations [White alone, not Hispanic or Latino]",Race_Hospitalizations [Other race],Race_Hospitalizations [Unknown],Race_Hospitalizations [Statewide],pullTime,Race_Deaths [American Indian/Alaska Native],Race_Deaths [Asian],Race_Deaths [Black/African American],Race_Deaths [Hispanic or Latino],Race_Deaths [Native Hawaiian/Pacific Islander],"Race_Deaths [White alone, not Hispanic or Latino]",Race_Deaths [Other race],Race_Deaths [Unknown],Race_Deaths [Statewide],Tests
Utah,UT,2020-04-12,2303,44234,18,195,0,1,8,46,81,54,5,89,0,0,15,39,28,7,0,12,56,340,927,716,239,11,1078,1222,7,25,175,420,340,104,7,5.0,31,165,506,376,134,4,,,,,,,,,,,,,,,,,,,2020-04-12 00:00:00,,,,,,,,,,
Utah,UT,2020-04-13,2363,45787,18,201,0,1,8,47,85,54,6,106,0,0,18,46,35,7,0,12,57,348,947,744,241,12,1108,1252,7,26,177,432,354,105,7,5.0,31,171,514,390,135,5,,,,,,,,,,,,,,,,,,,2020-04-13 00:00:00,,,,,,,,,,
Utah,UT,2020-04-14,2412,46476,19,213,0,1,8,48,91,57,8,76,0,0,14,31,24,7,0,12,58,353,969,760,244,14,1123,1286,7,26,178,439,357,108,8,5.0,32,175,529,403,135,6,,,,,,,,,,,,,,,,,,,2020-04-14 00:00:00,,,,,,,,,,
Utah,UT,2020-04-15,2542,47614,20,221,0,1,8,51,92,60,9,94,0,0,16,34,32,12,0,12,60,370,1023,805,254,15,1171,1368,7,27,186,457,372,113,8,5.0,33,184,565,433,140,7,,,,,,,,,,,,,,,,,,,2020-04-15 00:00:00,,,,,,,,,,
Utah,UT,2020-04-16,2683,49678,21,238,0,1,9,59,98,61,10,90,0,1,17,37,27,8,0,13,64,388,1079,852,259,18,1226,1445,7,31,196,480,387,116,9,6.0,33,191,599,464,143,9,24.0,81.0,47.0,770.0,44.0,1435.0,247.0,225.0,,<5,8.0,<5,71.0,9.0,127.0,17.0,13.0,,2020-04-16 00:00:00,,,,,,,,,,
Utah,UT,2020-04-17,2805,55771,23,244,0,1,9,60,102,62,10,96,0,1,20,31,32,12,0,13,67,407,1124,893,273,19,1282,1507,7,33,201,502,405,124,10,6.0,34,204,621,487,146,9,29.0,85.0,51.0,815.0,48.0,1475.0,262.0,243.0,,6,8.0,<5,72.0,9.0,129.0,18.0,12.0,,2020-04-17 00:00:00,,,,,,,,,,
Utah,UT,2020-04-18,2931,59944,25,251,0,1,9,63,105,63,10,92,1,2,18,32,31,8,0,16,69,422,1173,936,282,28,1343,1580,8,35,208,520,425,129,18,8.0,34,212,653,511,152,10,29.0,86.0,53.0,877.0,51.0,1517.0,274.0,262.0,,6,8.0,<5,75.0,9.0,132.0,20.0,12.0,,2020-04-18 00:00:00,,,,,,,,,,
Utah,UT,2020-04-19,3069,63555,27,259,0,1,9,65,108,66,10,108,0,2,23,38,33,11,1,16,74,442,1231,976,295,30,1412,1649,8,39,218,548,443,137,19,8.0,35,222,683,533,157,11,30.0,91.0,55.0,940.0,55.0,1566.0,282.0,284.0,,6,8.0,5,75.0,9.0,137.0,19.0,13.0,,2020-04-19 00:00:00,,,,,,,,,,
Utah,UT,2020-04-20,3213,68311,28,268,0,1,9,67,110,71,10,134,0,2,32,51,39,9,1,16,78,467,1302,1008,306,31,1473,1732,8,41,232,577,457,139,19,8.0,37,233,725,551,166,12,31.0,93.0,57.0,992.0,60.0,1609.0,297.0,318.0,3213.0,7,8.0,6,78.0,9.0,141.0,19.0,14.0,268.0,2020-04-20 00:00:00,,,,,,,,,,
Utah,UT,2020-04-21,3296,72358,32,277,0,1,12,68,114,72,10,99,0,2,21,40,27,8,1,16,81,481,1340,1030,312,31,1515,1774,8,42,238,598,469,141,19,8.0,39,241,742,561,171,12,33.0,97.0,58.0,1053.0,63.0,1639.0,312.0,304.0,3296.0,8,8.0,5,83.0,10.0,144.0,19.0,13.0,277.0,2020-04-21 00:00:00,,,,,,,,,,
Utah,UT,2020-04-22,3445,76460,34,288,0,1,12,70,120,74,11,122,0,2,21,49,37,10,3,18,94,500,1403,1068,325,33,1576,1863,9,48,247,623,482,147,20,9.0,46,251,780,586,178,13,35.0,100.0,62.0,1134.0,67.0,1687.0,327.0,317.0,3445.0,8,9.0,5,89.0,10.0,148.0,22.0,13.0,288.0,2020-04-22 00:00:00,,,,,,,,,,
Utah,UT,2020-04-23,3612,80627,35,301,0,1,12,73,125,77,13,131,0,6,21,45,40,15,4,18,103,531,1466,1110,344,36,1657,1949,9,53,265,650,501,157,22,9.0,50,264,816,609,187,14,35.0,103.0,65.0,1208.0,72.0,1737.0,348.0,340.0,3612.0,8,9.0,5,94.0,10.0,156.0,22.0,13.0,301.0,2020-04-23 00:00:00,,,,,,,,,,
Utah,UT,2020-04-24,3782,84697,39,315,0,2,12,78,129,82,12,124,0,5,22,53,33,10,1,19,108,551,1555,1154,352,38,1740,2034,10,56,275,698,519,158,24,9.0,52,273,857,635,194,14,38.0,105.0,67.0,1291.0,78.0,1799.0,356.0,352.0,3782.0,8,9.0,6,103.0,11.0,159.0,24.0,15.0,315.0,2020-04-24 00:00:00,,,,,,,,,,
Utah,UT,2020-04-25,3948,90206,41,329,0,2,12,81,135,87,12,160,0,7,30,55,51,11,6,19,118,585,1607,1212,357,44,1823,2114,10,63,289,726,546,160,29,9.0,55,294,879,665,197,15,46.0,107.0,71.0,1362.0,80.0,1833.0,393.0,391.0,3948.0,9,10.0,6,112.0,11.0,162.0,29.0,14.0,329.0,2020-04-25 00:00:00,,,,,,,,,,
Utah,UT,2020-04-26,4123,95702,41,345,0,2,12,85,142,91,13,158,0,5,23,62,53,13,2,20,131,619,1670,1254,375,48,1899,2211,10,73,301,753,561,169,32,10.0,58,316,914,691,206,16,47.0,112.0,81.0,1448.0,85.0,1892.0,407.0,402.0,4123.0,9,11.0,9,119.0,11.0,166.0,32.0,14.0,345.0,2020-04-26 00:00:00,,,,,,,,,,
Utah,UT,2020-04-27,4233,100195,41,349,0,2,12,86,144,91,14,196,0,6,30,76,68,15,1,21,139,633,1709,1295,383,48,1955,2267,10,77,308,770,583,175,32,11.0,62,323,936,711,208,16,52.0,113.0,83.0,1484.0,90.0,1914.0,427.0,431.0,4233.0,9,11.0,9,120.0,12.0,168.0,31.0,16.0,349.0,2020-04-27 00:00:00,,,,,,,,,,
Utah,UT,2020-04-28,4343,102439,45,370,0,2,13,89,154,97,15,148,0,5,23,60,47,12,1,22,143,643,1748,1337,395,50,2011,2323,11,81,314,786,604,182,33,11.0,62,327,961,732,213,17,56.0,114.0,94.0,1545.0,95.0,1950.0,442.0,428.0,4343.0,10,11.0,9,127.0,13.0,181.0,33.0,14.0,370.0,2020-04-28 00:00:00,,,,,,,,,,
Utah,UT,2020-04-29,4495,105778,45,383,0,2,14,90,159,102,16,135,0,5,21,55,42,11,1,22,155,676,1815,1365,406,51,2090,2397,11,86,330,823,617,189,34,11.0,69,344,991,748,217,17,60.0,118.0,102.0,1624.0,99.0,1990.0,459.0,449.0,4495.0,10,11.0,10,131.0,14.0,187.0,36.0,14.0,383.0,2020-04-29 00:00:00,,,,,,,,,,
Utah,UT,2020-04-30,4672,108501,46,390,0,2,14,94,161,103,16,161,0,10,29,63,46,12,1,24,166,716,1879,1413,418,51,2176,2488,11,91,345,860,639,196,34,13.0,75,369,1018,774,222,17,61.0,120.0,110.0,1711.0,107.0,2037.0,475.0,488.0,4672.0,10,11.0,11,133.0,14.0,189.0,36.0,16.0,390.0,2020-04-30 00:00:00,,,,,,,,,,
Utah,UT,2020-05-01,4828,112558,46,403,0,2,14,100,164,107,16,179,0,13,35,64,50,16,1,24,175,746,1934,1454,437,52,2245,2572,11,94,364,880,657,204,35,13.0,81,380,1051,797,233,17,66.0,122.0,118.0,1768.0,112.0,2079.0,497.0,516.0,4828.0,11,11.0,11,137.0,14.0,194.0,38.0,18.0,403.0,2020-05-01 00:00:00,,,,,,,,,,
Utah,UT,2020-05-02,4981,117804,49,418,0,2,16,103,171,110,16,197,1,13,40,71,57,12,3,26,181,774,1988,1498,451,58,2324,2646,11,97,379,907,679,211,40,15.0,84,393,1077,819,240,18,94.0,124.0,124.0,1829.0,117.0,2126.0,520.0,519.0,4981.0,13,11.0,12,141.0,14.0,200.0,38.0,19.0,418.0,2020-05-02 00:00:00,,,,,,,,,,
Utah,UT,2020-05-03,5175,122102,50,436,0,2,17,111,175,115,16,237,0,18,50,77,65,21,6,26,196,805,2060,1550,471,63,2418,2749,11,106,397,942,701,218,43,15.0,90,406,1116,849,253,20,119.0,127.0,129.0,1901.0,129.0,2187.0,535.0,535.0,5175.0,15,11.0,13,149.0,15.0,206.0,39.0,21.0,436.0,2020-05-03 00:00:00,,,,,,,,,,
Utah,UT,2020-05-04,5317,124661,50,441,0,2,17,112,178,116,16,305,0,22,59,104,89,24,7,26,203,834,2111,1598,477,64,2492,2817,11,110,414,972,722,220,43,15.0,93,418,1137,876,257,21,136.0,129.0,132.0,1942.0,132.0,2218.0,549.0,579.0,5317.0,16,11.0,13,152.0,16.0,206.0,40.0,21.0,441.0,2020-05-04 00:00:00,,,,,,,,,,
Utah,UT,2020-05-05,5449,126715,56,456,0,2,18,115,184,121,16,272,0,21,58,102,70,18,3,26,213,864,2156,1630,490,66,2556,2885,11,113,429,993,737,228,45,15.0,100,433,1161,893,262,21,141.0,129.0,138.0,1991.0,134.0,2256.0,558.0,619.0,5449.0,19,11.0,14,157.0,17.0,211.0,41.0,22.0,456.0,2020-05-05 00:00:00,,,,,,,,,,
Utah,UT,2020-05-06,5595,131002,58,464,0,2,18,117,186,124,17,263,0,27,52,100,63,19,2,26,228,892,2227,1656,497,65,2627,2960,11,121,442,1027,747,234,45,15.0,107,448,1198,909,263,20,150.0,131.0,141.0,2069.0,143.0,2299.0,582.0,616.0,5595.0,19,11.0,14,158.0,18.0,217.0,41.0,22.0,464.0,2020-05-06 00:00:00,,,,,,,,,,
Utah,UT,2020-05-07,5724,134543,61,476,0,2,18,122,192,125,17,250,0,24,48,94,66,16,2,26,239,911,2288,1689,500,67,2697,3018,11,126,454,1063,760,236,47,15.0,113,455,1222,929,264,20,157.0,132.0,147.0,2136.0,158.0,2338.0,606.0,611.0,5724.0,20,11.0,14,161.0,19.0,223.0,42.0,22.0,476.0,2020-05-07 00:00:00,,,,,,,,,,
Utah,UT,2020-05-08,5919,138688,61,488,0,2,19,126,196,128,17,300,0,23,61,114,74,22,6,26,249,943,2373,1740,512,72,2784,3126,11,129,467,1101,781,244,51,15.0,120,474,1269,959,268,21,158.0,136.0,155.0,2210.0,169.0,2395.0,618.0,655.0,5919.0,21,11.0,15,167.0,21.0,225.0,44.0,22.0,488.0,2020-05-08 00:00:00,,,,,,,,,,
Utah,UT,2020-05-09,6103,143294,66,498,0,2,20,125,203,131,17,325,0,29,59,123,87,20,7,28,270,976,2442,1788,521,74,2868,3226,12,139,485,1128,803,249,52,16.0,131,489,1311,985,272,22,174.0,142.0,165.0,2288.0,178.0,2455.0,639.0,654.0,6103.0,22,11.0,16,171.0,22.0,230.0,45.0,20.0,498.0,2020-05-09 00:00:00,,,,,,,,,,
Utah,UT,2020-05-10,6251,146510,67,512,0,2,21,129,208,134,18,312,0,26,59,116,82,21,8,28,282,1010,2489,1828,534,76,2933,3309,12,143,496,1147,824,258,53,16.0,139,512,1339,1004,276,23,176.0,145.0,172.0,2365.0,183.0,2496.0,658.0,667.0,6251.0,23,11.0,16,176.0,24.0,236.0,45.0,20.0,512.0,2020-05-10 00:00:00,,,,,,,,,,
Utah,UT,2020-05-11,6362,150585,68,517,0,2,22,130,209,136,18,332,0,28,64,122,86,24,8,30,294,1034,2522,1856,546,76,2980,3371,12,148,508,1164,833,262,53,18.0,145,524,1354,1023,284,23,177.0,150.0,178.0,2414.0,193.0,2535.0,680.0,668.0,6362.0,23,11.0,16,177.0,24.0,239.0,45.0,21.0,517.0,2020-05-11 00:00:00,,,,,,,,,,
Utah,UT,2020-05-12,6432,153485,73,535,0,2,23,135,219,138,18,293,0,21,58,108,73,25,8,30,297,1049,2551,1870,553,78,3024,3397,12,151,513,1183,843,267,55,18.0,145,534,1364,1027,286,23,178.0,154.0,185.0,2441.0,202.0,2579.0,698.0,643.0,6432.0,24,12.0,17,185.0,27.0,245.0,47.0,21.0,535.0,2020-05-12 20:18:50.651655,,,,,,,,,,
Utah,UT,2020-05-13,6620,156786,75,553,0,2,25,141,227,139,19,294,0,24,59,104,69,29,9,30,312,1090,2620,1918,567,79,3117,3492,12,156,532,1219,868,275,55,18.0,155,556,1397,1050,292,24,185.0,158.0,199.0,2506.0,213.0,2645.0,720.0,664.0,6620.0,28,12.0,17,192.0,28.0,251.0,50.0,22.0,553.0,2020-05-13 20:17:40.927712,,,,,,,,,,
Utah,UT,2020-05-14,6749,160119,75,558,0,2,24,142,229,141,20,290,0,22,60,109,63,27,9,31,320,1113,2679,1946,575,81,3183,3555,13,160,544,1250,878,281,57,18.0,159,567,1425,1068,294,24,188.0,160.0,207.0,2560.0,218.0,2682.0,738.0,678.0,6749.0,28,11.0,17,193.0,29.0,256.0,50.0,20.0,558.0,2020-05-14 21:07:20.514364,,,,,,,,,,
Utah,UT,2020-05-15,6913,163218,77,566,0,2,24,146,232,142,20,295,0,22,58,107,72,27,9,31,328,1145,2743,1995,585,82,3259,3643,13,165,556,1280,900,287,58,18.0,162,587,1459,1095,298,24,193.0,166.0,214.0,2632.0,223.0,2743.0,764.0,689.0,6913.0,28,12.0,19,196.0,30.0,259.0,49.0,19.0,566.0,2020-05-15 20:31:23.254775,,,,,,,,,,
Utah,UT,2020-05-16,7068,166774,78,578,0,2,25,147,235,149,20,334,0,25,65,119,84,31,10,31,337,1173,2800,2041,599,83,3340,3717,13,172,573,1309,919,295,59,18.0,164,598,1487,1122,304,24,211.0,171.0,217.0,2694.0,232.0,2789.0,778.0,703.0,7068.0,28,12.0,19,201.0,31.0,265.0,51.0,20.0,578.0,2020-05-16 20:01:17.688923,,,,,,,,,,
Utah,UT,2020-05-17,7238,170752,80,586,0,2,27,147,238,151,21,340,1,30,63,117,87,32,10,33,352,1212,2854,2084,615,84,3431,3796,13,179,593,1344,938,305,59,20.0,172,617,1506,1146,310,25,233.0,177.0,229.0,2752.0,245.0,2842.0,797.0,707.0,7238.0,28,12.0,19,205.0,32.0,268.0,54.0,20.0,586.0,2020-05-17 19:58:20.836169,,,,,,,,,,
Utah,UT,2020-05-18,7384,174022,80,595,0,2,27,149,240,155,22,387,1,40,78,124,99,35,10,33,369,1246,2900,2118,629,85,3496,3877,13,189,608,1358,955,313,60,20.0,179,636,1538,1163,316,25,260.0,178.0,233.0,2789.0,253.0,2883.0,817.0,724.0,7384.0,29,12.0,19,209.0,33.0,271.0,56.0,19.0,595.0,2020-05-18 20:21:58.425308,,,,,,,,,,
Utah,UT,2020-05-19,7518,177311,88,619,0,3,28,152,255,158,23,361,0,40,71,118,88,33,11,34,393,1270,2942,2150,636,89,3566,3941,14,199,619,1376,978,317,63,20.0,193,649,1562,1172,319,26,277.0,182.0,238.0,2860.0,260.0,2936.0,821.0,711.0,7518.0,34,12.0,21,217.0,33.0,281.0,59.0,18.0,619.0,2020-05-19 20:03:55.725802,,,,,,,,,,
Utah,UT,2020-05-20,7710,179664,90,631,0,3,29,155,260,161,23,415,0,44,82,132,106,38,13,34,404,1318,3003,2200,654,93,3658,4040,14,204,642,1402,1004,328,64,20.0,199,674,1596,1196,326,29,281.0,186.0,254.0,2917.0,272.0,2989.0,840.0,759.0,7710.0,34,12.0,22,222.0,33.0,286.0,61.0,19.0,631.0,2020-05-20 20:15:24.282051,,,,,,,,,,
Utah,UT,2020-05-21,7874,182874,92,647,0,3,29,161,266,165,23,372,0,38,69,121,96,36,12,34,411,1340,3073,2255,662,95,3723,4139,14,207,650,1428,1027,332,65,20.0,203,688,1640,1228,330,30,286.0,187.0,260.0,2979.0,288.0,3057.0,862.0,767.0,7874.0,36,12.0,22,225.0,37.0,290.0,62.0,21.0,647.0,2020-05-21 21:02:29.909839,,,,,,,,,,
Utah,UT,2020-05-22,8057,186834,93,660,0,3,29,164,270,168,26,375,0,36,71,124,97,36,11,35,424,1386,3143,2300,669,96,3819,4226,15,213,668,1467,1055,336,65,20.0,210,716,1671,1245,333,31,289.0,189.0,265.0,3072.0,298.0,3110.0,888.0,788.0,8057.0,37,12.0,22,231.0,37.0,296.0,64.0,21.0,660.0,2020-05-22 20:09:50.065937,,,,,,,,,,
Utah,UT,2020-05-23,8260,190779,97,676,0,3,29,170,278,170,26,376,0,35,68,120,103,39,11,35,440,1428,3217,2351,686,99,3912,4336,15,221,687,1505,1077,342,65,20.0,218,739,1707,1274,344,34,294.0,199.0,268.0,3156.0,313.0,3196.0,920.0,782.0,8260.0,38,12.0,22,239.0,39.0,301.0,66.0,20.0,676.0,2020-05-23 20:48:50.243675,,,,,,,,,,
Utah,UT,2020-05-24,8392,194433,97,688,0,3,29,171,280,176,29,382,0,36,70,123,103,39,11,36,452,1448,3271,2388,694,99,3961,4419,15,223,696,1527,1089,346,65,21.0,228,750,1739,1299,348,34,300.0,202.0,272.0,3221.0,314.0,3244.0,947.0,783.0,8392.0,39,12.0,22,246.0,40.0,305.0,65.0,21.0,688.0,2020-05-24 20:39:08.043051,,,,,,,,,,
Utah,UT,2020-05-25,8521,196468,98,692,0,5,29,171,282,176,29,400,0,37,74,126,107,43,13,38,464,1474,3317,2423,700,101,4036,4473,17,229,711,1555,1109,348,67,21.0,234,761,1757,1314,352,34,304.0,203.0,276.0,3275.0,319.0,3278.0,966.0,805.0,8521.0,39,12.0,23,248.0,40.0,306.0,67.0,19.0,692.0,2020-05-25 20:57:00.933836,,,,,,,,,,
Utah,UT,2020-05-26,8620,198592,101,696,0,5,29,172,285,176,29,418,0,37,85,128,110,45,13,37,469,1497,3354,2447,710,102,4074,4534,16,230,721,1570,1117,353,67,21.0,238,774,1779,1330,357,35,309.0,205.0,279.0,3312.0,326.0,3314.0,980.0,808.0,8620.0,40,12.0,23,248.0,40.0,309.0,67.0,19.0,696.0,2020-05-26 21:07:50.301885,,,,,,,,,,
Utah,UT,2020-05-27,8706,200626,105,716,0,5,31,176,288,185,31,393,0,39,74,122,104,42,12,38,478,1509,3386,2468,717,106,4112,4581,16,233,728,1586,1127,355,67,22.0,244,779,1794,1341,362,39,309.0,208.0,281.0,3363.0,334.0,3350.0,986.0,805.0,8706.0,41,12.0,24,249.0,46.0,316.0,68.0,22.0,716.0,2020-05-27 20:54:02.103167,,,,,,,,,,
Utah,UT,2020-05-28,8921,203507,106,734,0,5,33,181,293,190,32,436,0,39,78,140,118,46,15,38,485,1543,3479,2517,741,114,4210,4698,16,236,745,1632,1150,363,68,22.0,248,796,1841,1367,378,46,319.0,215.0,293.0,3461.0,339.0,3414.0,1011.0,825.0,8921.0,43,13.0,25,260.0,47.0,321.0,68.0,23.0,734.0,2020-05-28 20:20:29.939292,,,,,,,,,,
Utah,UT,2020-05-29,9264,205855,107,753,0,5,33,190,296,197,32,433,2,47,84,134,113,41,12,42,510,1612,3633,2593,754,116,4373,4877,19,250,773,1701,1193,369,68,23.0,259,837,1925,1400,385,48,327.0,224.0,306.0,3619.0,354.0,3511.0,1037.0,884.0,9264.0,43,14.0,26,266.0,53.0,324.0,72.0,23.0,753.0,2020-05-29 20:15:43.138539,,,,,,,,,,
Utah,UT,2020-05-30,9533,210105,112,763,1,5,34,191,301,199,32,449,2,44,91,138,120,44,10,42,528,1668,3748,2648,776,118,4515,5005,19,256,801,1766,1225,379,69,23.0,271,865,1977,1423,397,49,333.0,232.0,310.0,3752.0,371.0,3580.0,1085.0,919.0,9533.0,42,14.0,26,273.0,54.0,328.0,74.0,23.0,763.0,2020-05-30 19:55:11.641696,,,,,,,,,,
Utah,UT,2020-05-31,9797,213914,113,775,1,5,34,192,307,203,33,516,2,48,103,175,132,43,13,42,540,1720,3855,2723,789,123,4646,5136,19,263,832,1817,1257,385,73,23.0,276,886,2032,1465,404,50,337.0,240.0,318.0,3859.0,386.0,3645.0,1125.0,963.0,9797.0,42,14.0,25,275.0,55.0,335.0,75.0,24.0,775.0,2020-05-31 20:15:03.894336,,,,,,,,,,
Utah,UT,2020-06-01,9999,218112,113,789,2,5,36,195,312,205,34,552,2,52,118,180,137,47,16,43,554,1762,3937,2766,801,130,4752,5231,20,272,853,1860,1279,393,75,23.0,281,907,2071,1486,408,55,339.0,243.0,322.0,3926.0,391.0,3706.0,1149.0,1013.0,9999.0,42,14.0,25,281.0,55.0,342.0,76.0,25.0,789.0,2020-06-01 20:12:33.136924,,,,,,,,,,
Utah,UT,2020-06-02,10202,221791,113,801,2,5,38,197,319,207,33,515,4,48,104,165,131,45,18,45,566,1798,4014,2829,813,132,4863,5325,20,277,873,1903,1310,402,78,25.0,288,923,2105,1519,411,54,346.0,250.0,325.0,4028.0,402.0,3773.0,1192.0,1008.0,10202.0,43,14.0,25,284.0,55.0,352.0,76.0,23.0,801.0,2020-06-02 20:21:10.061430,,,,,,,,,,
Utah,UT,2020-06-03,10497,223981,117,829,2,5,39,203,331,213,36,516,3,50,109,162,132,45,15,47,594,1855,4125,2904,835,133,4997,5487,21,290,900,1952,1343,413,78,26.0,303,952,2168,1561,422,55,351.0,255.0,332.0,4190.0,416.0,3873.0,1216.0,1031.0,10497.0,44,15.0,25,292.0,61.0,363.0,81.0,24.0,829.0,2020-06-03 20:01:53.039468,,,,,,,,,,
