# Confirmatory Lab Tests,County Name,Scrape Time,Total Active Cases,Total Confirmed Cases,Total Deaths: ,Total Probable Cases,Total Recovered
16956,Berkeley,2020-08-21 22:07:55.428583,89,727,11,30,657
4452,Boone,2020-08-21 22:07:55.428583,37,127,0,0,90
1552,Braxton,2020-08-21 22:07:55.428583,1,9,0,0,8
4040,Brooke,2020-08-21 22:07:55.428583,11,82,1,1,71
35928,Cabell,2020-08-21 22:07:55.428583,215,477,4,10,268
1384,Calhoun,2020-08-21 22:07:55.428583,1,8,0,0,7
1281,Clay,2020-08-21 22:07:55.428583,2,19,1,0,16
567,Doddridge,2020-08-21 22:07:55.428583,0,6,0,0,6
10799,Fayette,2020-08-21 22:07:55.428583,23,183,8,0,152
2296,Gilmer,2020-08-21 22:07:55.428583,3,18,0,0,15
2817,Grant,2020-08-21 22:07:55.428583,4,130,4,1,123
7525,Greenbrier,2020-08-21 22:07:55.428583,7,96,3,0,86
3481,Hampshire,2020-08-21 22:07:55.428583,3,90,1,1,87
8231,Hancock,2020-08-21 22:07:55.428583,12,112,0,4,104
2315,Hardy,2020-08-21 22:07:55.428583,0,62,0,1,63
12278,Harrison,2020-08-21 22:07:55.428583,26,249,1,1,223
3596,Jackson,2020-08-21 22:07:55.428583,16,182,19,0,147
11710,Jefferson,2020-08-21 22:07:55.428583,22,308,4,7,289
41368,Kanawha,2020-08-21 22:07:55.428583,298,1163,27,15,853
3929,Lewis,2020-08-21 22:07:55.428583,4,31,2,1,26
3572,Lincoln,2020-08-21 22:07:55.428583,13,115,0,0,102
7731,Logan,2020-08-21 22:07:55.428583,234,425,12,0,179
12398,Marion,2020-08-21 22:07:55.428583,22,199,2,7,182
5429,Marshall,2020-08-21 22:07:55.428583,8,129,1,5,125
3213,Mason,2020-08-21 22:07:55.428583,23,81,1,0,57
2938,McDowell,2020-08-21 22:07:55.428583,22,64,0,1,43
11527,Mercer,2020-08-21 22:07:55.428583,204,263,20,1,40
5527,Mineral,2020-08-21 22:07:55.428583,14,127,4,2,111
3461,Mingo,2020-08-21 22:07:55.428583,49,208,5,0,154
32118,Monongalia,2020-08-21 22:07:55.428583,76,1013,5,17,949
2311,Monroe,2020-08-21 22:07:55.428583,11,30,0,1,20
2011,Morgan,2020-08-21 22:07:55.428583,5,36,0,1,32
3483,Nicholas,2020-08-21 22:07:55.428583,5,39,1,1,34
19203,Ohio,2020-08-21 22:07:55.428583,17,280,4,4,263
1852,Pendleton,2020-08-21 22:07:55.428583,7,46,1,1,39
777,Pleasants,2020-08-21 22:07:55.428583,4,13,2,1,8
1412,Pocahontas,2020-08-21 22:07:55.428583,0,41,0,1,42
6586,Preston,2020-08-21 22:07:55.428583,14,111,4,22,115
8909,Putnam,2020-08-21 22:07:55.428583,35,236,0,1,202
3318,Wyoming,2020-08-21 22:08:04.695124,23,52,2,0,27
12028,Wood,2020-08-21 22:08:04.695124,50,270,5,19,234
491,Wirt,2020-08-21 22:08:04.695124,0,7,0,0,7
2419,Wetzel,2020-08-21 22:08:04.695124,3,44,0,1,42
1111,Webster,2020-08-21 22:08:04.695124,3,7,0,0,4
4805,Wayne,2020-08-21 22:08:04.695124,9,222,9,2,206
3352,Upshur,2020-08-21 22:08:04.695124,3,39,0,2,38
967,Tyler,2020-08-21 22:08:04.695124,0,15,0,0,15
2741,Tucker,2020-08-21 22:08:04.695124,1,11,0,0,10
5322,Taylor,2020-08-21 22:08:04.695124,34,87,1,1,53
2329,Summers,2020-08-21 22:08:04.695124,8,18,0,0,10
2364,Roane,2020-08-21 22:08:04.695124,8,23,1,0,14
1809,Ritchie,2020-08-21 22:08:04.695124,0,3,0,0,3
8337,Randolph,2020-08-21 22:08:04.695124,9,213,0,5,209
18546,Raleigh,2020-08-21 22:08:04.695124,59,311,3,8,257
3251,Barbour,2020-08-22 19:19:50.979333,9,33,1,0,23
17095,Berkeley,2020-08-22 19:19:50.979333,88,735,11,29,665
5565,Boone,2020-08-22 19:19:50.979333,33,127,0,0,94
1568,Braxton,2020-08-22 19:19:50.979333,1,9,0,0,8
4593,Brooke,2020-08-22 19:19:50.979333,9,82,1,1,73
36294,Cabell,2020-08-22 19:19:50.979333,213,477,5,9,268
1391,Calhoun,2020-08-22 19:19:50.979333,1,8,0,0,7
1290,Clay,2020-08-22 19:19:50.979333,2,19,1,0,16
573,Doddridge,2020-08-22 19:19:50.979333,0,6,0,0,6
10929,Fayette,2020-08-22 19:19:50.979333,26,187,8,0,153
2307,Gilmer,2020-08-22 19:19:50.979333,3,18,0,0,15
2842,Grant,2020-08-22 19:19:50.979333,5,132,4,1,124
7600,Greenbrier,2020-08-22 19:19:50.979333,11,99,3,0,85
3515,Hampshire,2020-08-22 19:19:50.979333,3,90,1,1,87
8316,Hancock,2020-08-22 19:19:50.979333,12,112,0,4,104
2333,Hardy,2020-08-22 19:19:50.979333,0,62,0,1,63
12350,Harrison,2020-08-22 19:19:50.979333,17,251,1,1,234
3644,Jackson,2020-08-22 19:19:50.979333,22,188,19,0,147
12113,Jefferson,2020-08-22 19:19:50.979333,23,311,4,7,291
41921,Kanawha,2020-08-22 19:19:50.979333,309,1179,27,15,858
3989,Lewis,2020-08-22 19:19:50.979333,4,31,2,1,26
3889,Lincoln,2020-08-22 19:19:50.979333,13,115,0,0,102
8434,Logan,2020-08-22 19:19:50.979333,210,431,17,0,204
12456,Marion,2020-08-22 19:19:50.979333,22,200,2,7,183
5472,Marshall,2020-08-22 19:19:50.979333,9,130,1,5,125
3241,Mason,2020-08-22 19:19:50.979333,18,82,1,0,63
2988,McDowell,2020-08-22 19:19:50.979333,23,65,0,1,43
11748,Mercer,2020-08-22 19:19:50.979333,162,271,20,1,90
5766,Mineral,2020-08-22 19:19:50.979333,13,127,4,2,112
3534,Mingo,2020-08-22 19:19:50.979333,43,208,5,0,160
32716,Monongalia,2020-08-22 19:19:50.979333,86,1023,5,17,949
2424,Monroe,2020-08-22 19:19:50.979333,36,56,0,1,21
2034,Morgan,2020-08-22 19:19:50.979333,4,36,0,1,33
3524,Nicholas,2020-08-22 19:19:50.979333,4,39,1,1,35
19554,Ohio,2020-08-22 19:19:50.979333,15,282,4,4,267
1860,Pendleton,2020-08-22 19:19:50.979333,8,47,1,1,39
784,Pleasants,2020-08-22 19:19:50.979333,4,13,2,1,8
1416,Pocahontas,2020-08-22 19:19:50.979333,0,41,0,1,42
6620,Preston,2020-08-22 19:19:50.979333,10,112,4,22,120
9010,Putnam,2020-08-22 19:19:50.979333,34,243,0,1,210
3385,Wyoming,2020-08-22 19:20:01.383642,22,51,2,0,27
12119,Wood,2020-08-22 19:20:01.383642,43,270,5,19,241
493,Wirt,2020-08-22 19:20:01.383642,0,7,0,0,7
2434,Wetzel,2020-08-22 19:20:01.383642,3,44,0,1,42
1113,Webster,2020-08-22 19:20:01.383642,3,7,0,0,4
4840,Wayne,2020-08-22 19:20:01.383642,8,223,9,3,209
3374,Upshur,2020-08-22 19:20:01.383642,2,38,0,2,38
972,Tyler,2020-08-22 19:20:01.383642,0,15,0,0,15
2751,Tucker,2020-08-22 19:20:01.383642,1,11,0,0,10
5457,Taylor,2020-08-22 19:20:01.383642,44,97,1,1,53
2369,Summers,2020-08-22 19:20:01.383642,8,18,0,0,10
2386,Roane,2020-08-22 19:20:01.383642,8,23,1,0,14
1811,Ritchie,2020-08-22 19:20:01.383642,0,3,0,0,3
8357,Randolph,2020-08-22 19:20:01.383642,8,214,0,5,211
18873,Raleigh,2020-08-22 19:20:01.383642,47,312,3,8,270
3269,Barbour,2020-08-23 20:14:49.655641,9,33,1,0,23
17244,Berkeley,2020-08-23 20:14:49.655641,90,737,11,29,665
5599,Boone,2020-08-23 20:14:49.655641,31,127,0,0,96
1575,Braxton,2020-08-23 20:14:49.655641,1,9,0,0,8
4662,Brooke,2020-08-23 20:14:49.655641,10,83,1,1,73
36508,Cabell,2020-08-23 20:14:49.655641,214,478,5,9,268
1397,Calhoun,2020-08-23 20:14:49.655641,1,8,0,0,7
1300,Clay,2020-08-23 20:14:49.655641,2,19,1,0,16
578,Doddridge,2020-08-23 20:14:49.655641,0,6,0,0,6
10981,Fayette,2020-08-23 20:14:49.655641,19,186,8,0,159
2311,Gilmer,2020-08-23 20:14:49.655641,3,18,0,0,15
2861,Grant,2020-08-23 20:14:49.655641,5,132,4,1,124
7626,Greenbrier,2020-08-23 20:14:49.655641,12,100,3,0,85
3526,Hampshire,2020-08-23 20:14:49.655641,3,90,1,1,87
8355,Hancock,2020-08-23 20:14:49.655641,14,114,0,4,104
2344,Hardy,2020-08-23 20:14:49.655641,0,62,0,1,63
12520,Harrison,2020-08-23 20:14:49.655641,20,254,1,1,234
3680,Jackson,2020-08-23 20:14:49.655641,24,190,19,0,147
12702,Jefferson,2020-08-23 20:14:49.655641,27,315,4,7,291
42280,Kanawha,2020-08-23 20:14:49.655641,313,1199,27,15,874
4037,Lewis,2020-08-23 20:14:49.655641,4,31,2,1,26
3918,Lincoln,2020-08-23 20:14:49.655641,13,115,0,0,102
8518,Logan,2020-08-23 20:14:49.655641,215,437,17,0,205
12572,Marion,2020-08-23 20:14:49.655641,22,200,2,7,183
5513,Marshall,2020-08-23 20:14:49.655641,9,130,1,5,125
3268,Mason,2020-08-23 20:14:49.655641,19,83,1,0,63
2998,McDowell,2020-08-23 20:14:49.655641,23,65,0,1,43
11832,Mercer,2020-08-23 20:14:49.655641,163,273,21,1,90
5844,Mineral,2020-08-23 20:14:49.655641,14,129,4,2,113
3546,Mingo,2020-08-23 20:14:49.655641,43,213,5,0,165
33639,Monongalia,2020-08-23 20:14:49.655641,90,1036,5,17,958
2452,Monroe,2020-08-23 20:14:49.655641,43,64,0,1,22
2049,Morgan,2020-08-23 20:14:49.655641,4,36,0,1,33
3547,Nicholas,2020-08-23 20:14:49.655641,6,41,1,1,35
19935,Ohio,2020-08-23 20:14:49.655641,16,284,4,4,268
1861,Pendleton,2020-08-23 20:14:49.655641,8,47,1,1,39
791,Pleasants,2020-08-23 20:14:49.655641,4,13,2,1,8
1424,Pocahontas,2020-08-23 20:14:49.655641,0,41,0,1,42
6655,Preston,2020-08-23 20:14:49.655641,10,112,4,22,120
9118,Putnam,2020-08-23 20:14:49.655641,35,244,0,1,210
3413,Wyoming,2020-08-23 20:14:58.763322,22,51,2,0,27
12173,Wood,2020-08-23 20:14:58.763322,43,272,5,19,243
495,Wirt,2020-08-23 20:14:58.763322,0,7,0,0,7
2444,Wetzel,2020-08-23 20:14:58.763322,3,44,0,1,42
1117,Webster,2020-08-23 20:14:58.763322,3,7,0,0,4
4864,Wayne,2020-08-23 20:14:58.763322,8,223,9,3,209
3393,Upshur,2020-08-23 20:14:58.763322,2,38,0,2,38
976,Tyler,2020-08-23 20:14:58.763322,0,15,0,0,15
2752,Tucker,2020-08-23 20:14:58.763322,1,11,0,0,10
5486,Taylor,2020-08-23 20:14:58.763322,45,99,2,1,53
2393,Summers,2020-08-23 20:14:58.763322,8,18,0,0,10
2415,Roane,2020-08-23 20:14:58.763322,9,24,1,0,14
1820,Ritchie,2020-08-23 20:14:58.763322,0,3,0,0,3
8391,Randolph,2020-08-23 20:14:58.763322,9,215,0,5,211
19051,Raleigh,2020-08-23 20:14:58.763322,44,316,3,8,277
3284,Barbour,2020-08-24 19:20:26.011175,9,33,1,0,23
17392,Berkeley,2020-08-24 19:20:26.011175,91,738,11,29,665
5629,Boone,2020-08-24 19:20:26.011175,32,128,0,0,96
1579,Braxton,2020-08-24 19:20:26.011175,1,9,0,0,8
4740,Brooke,2020-08-24 19:20:26.011175,11,84,1,1,73
36742,Cabell,2020-08-24 19:20:26.011175,216,481,5,9,269
1400,Calhoun,2020-08-24 19:20:26.011175,1,8,0,0,7
1302,Clay,2020-08-24 19:20:26.011175,2,19,1,0,16
585,Doddridge,2020-08-24 19:20:26.011175,0,6,0,0,6
11035,Fayette,2020-08-24 19:20:26.011175,19,187,8,0,160
2314,Gilmer,2020-08-24 19:20:26.011175,3,18,0,0,15
2870,Grant,2020-08-24 19:20:26.011175,4,132,4,1,125
7634,Greenbrier,2020-08-24 19:20:26.011175,10,98,3,0,85
3539,Hampshire,2020-08-24 19:20:26.011175,3,91,1,1,88
8368,Hancock,2020-08-24 19:20:26.011175,14,114,0,4,104
2353,Hardy,2020-08-24 19:20:26.011175,0,62,0,1,63
12665,Harrison,2020-08-24 19:20:26.011175,21,255,1,1,234
3718,Jackson,2020-08-24 19:20:26.011175,23,190,19,0,148
12840,Jefferson,2020-08-24 19:20:26.011175,29,317,4,7,291
42521,Kanawha,2020-08-24 19:20:26.011175,315,1210,27,15,883
4055,Lewis,2020-08-24 19:20:26.011175,4,31,2,1,26
3941,Lincoln,2020-08-24 19:20:26.011175,12,115,1,0,102
8595,Logan,2020-08-24 19:20:26.011175,215,439,17,0,207
12683,Marion,2020-08-24 19:20:26.011175,23,201,2,7,183
5539,Marshall,2020-08-24 19:20:26.011175,9,130,1,5,125
3275,Mason,2020-08-24 19:20:26.011175,20,84,1,0,63
3005,McDowell,2020-08-24 19:20:26.011175,19,65,0,1,47
11988,Mercer,2020-08-24 19:20:26.011175,165,275,21,1,90
5856,Mineral,2020-08-24 19:20:26.011175,14,129,4,2,113
3549,Mingo,2020-08-24 19:20:26.011175,43,213,5,0,165
33883,Monongalia,2020-08-24 19:20:26.011175,92,1043,5,17,963
2463,Monroe,2020-08-24 19:20:26.011175,43,64,0,1,22
2058,Morgan,2020-08-24 19:20:26.011175,4,36,0,1,33
3556,Nicholas,2020-08-24 19:20:26.011175,7,42,1,1,35
20109,Ohio,2020-08-24 19:20:26.011175,16,284,4,4,268
1864,Pendleton,2020-08-24 19:20:26.011175,8,47,1,1,39
800,Pleasants,2020-08-24 19:20:26.011175,4,13,2,1,8
1428,Pocahontas,2020-08-24 19:20:26.011175,0,41,0,1,42
6703,Preston,2020-08-24 19:20:26.011175,10,113,4,22,121
9174,Putnam,2020-08-24 19:20:26.011175,36,246,0,1,211
3432,Wyoming,2020-08-24 19:20:38.594269,22,51,2,0,27
12211,Wood,2020-08-24 19:20:38.594269,43,272,5,19,243
498,Wirt,2020-08-24 19:20:38.594269,0,7,0,0,7
2454,Wetzel,2020-08-24 19:20:38.594269,3,44,0,1,42
1119,Webster,2020-08-24 19:20:38.594269,3,7,0,0,4
4876,Wayne,2020-08-24 19:20:38.594269,9,224,9,3,209
3424,Upshur,2020-08-24 19:20:38.594269,2,38,0,2,38
978,Tyler,2020-08-24 19:20:38.594269,0,15,0,0,15
2750,Tucker,2020-08-24 19:20:38.594269,1,11,0,0,10
5484,Taylor,2020-08-24 19:20:38.594269,46,100,2,1,53
2410,Summers,2020-08-24 19:20:38.594269,8,18,0,0,10
2430,Roane,2020-08-24 19:20:38.594269,10,25,1,0,14
1821,Ritchie,2020-08-24 19:20:38.594269,0,3,0,0,3
8417,Randolph,2020-08-24 19:20:38.594269,8,214,0,5,211
19141,Raleigh,2020-08-24 19:20:38.594269,45,317,3,8,277
3309,Barbour,2020-08-25 20:17:48.232019,9,33,1,0,23
17513,Berkeley,2020-08-25 20:17:48.232019,81,740,11,29,677
5132,Boone,2020-08-25 20:17:48.232019,30,130,0,0,100
1587,Braxton,2020-08-25 20:17:48.232019,1,9,0,0,8
4796,Brooke,2020-08-25 20:17:48.232019,10,84,1,1,74
37246,Cabell,2020-08-25 20:17:48.232019,203,483,6,10,284
1419,Calhoun,2020-08-25 20:17:48.232019,1,8,0,0,7
1310,Clay,2020-08-25 20:17:48.232019,2,19,1,0,16
591,Doddridge,2020-08-25 20:17:48.232019,0,6,0,0,6
11127,Fayette,2020-08-25 20:17:48.232019,19,188,9,0,160
2328,Gilmer,2020-08-25 20:17:48.232019,3,18,0,0,15
3010,Grant,2020-08-25 20:17:48.232019,5,133,5,1,124
7705,Greenbrier,2020-08-25 20:17:48.232019,7,98,3,0,88
3565,Hampshire,2020-08-25 20:17:48.232019,3,91,1,1,88
8397,Hancock,2020-08-25 20:17:48.232019,14,114,0,4,104
2382,Hardy,2020-08-25 20:17:48.232019,3,65,0,1,63
12821,Harrison,2020-08-25 20:17:48.232019,24,257,1,1,233
3753,Jackson,2020-08-25 20:17:48.232019,26,192,19,0,147
13097,Jefferson,2020-08-25 20:17:48.232019,30,321,4,7,294
43079,Kanawha,2020-08-25 20:17:48.232019,323,1231,27,15,896
4067,Lewis,2020-08-25 20:17:48.232019,4,31,2,1,26
